DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,1995,11.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,1996,10.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,1997,11.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,1999,14.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2000,12.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2001,12.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2002,13.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2003,15.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2004,18.5,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2005,20.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2006,21.3,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2007,22.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2008,22.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2009,23.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2010,23.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2011,23.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2012,24.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2013,24.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2014,24.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2015,25.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2016,25.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2017,27.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2018,26.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2019,25.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2020,22.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2021,26.4,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2022,27.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2023,28.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,AT,2024,29.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BA,2021,7.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BA,2022,8.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BA,2023,7.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,1992,3.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,1993,4.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,1994,4.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,1995,4.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,1996,5.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,1997,5.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,1998,6.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,1999,10.2,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2000,8.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2001,9.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2002,9.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2003,10.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2004,12.9,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2005,12.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2006,12.7,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2007,11.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2008,12.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2009,11.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2010,12.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2011,11.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2012,11.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2013,11.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2014,12.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2015,12.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2016,11.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2017,14.2,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2018,15.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2019,14.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2020,13.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2021,17.1,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2022,17.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2023,17.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BE,2024,21.3,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2001,3.8,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2002,3.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2003,4.1,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2004,4.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2005,3.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2006,4.6,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2007,5.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2008,5.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2009,6.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2010,5.6,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2011,5.7,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2012,6.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2013,7.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2014,7.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2015,7.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2016,7.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2017,8.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2018,8.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2019,7.1,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2020,5.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2021,5.6,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2022,6.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2023,5.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,BG,2024,5.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,1996,26.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,1997,31.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,1998,31.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,1999,30.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2000,34.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2001,35.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2002,36.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2003,27.0,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2004,32.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2005,30.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2006,28.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2007,31.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2008,33.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2009,31.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2010,34.5,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2011,33.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2012,33.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2013,34.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2014,37.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2015,38.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2016,38.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2017,37.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2018,38.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2019,40.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2020,36.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2021,30.9,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2022,30.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2023,36.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CH,2024,33.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,1999,4.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2000,4.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2001,6.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2002,6.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2003,14.4,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2004,14.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2005,11.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2006,13.1,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2007,13.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2008,14.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2009,14.0,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2010,13.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2011,12.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2012,12.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2013,11.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2014,11.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2015,12.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2016,11.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2017,10.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2018,11.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2019,10.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2020,8.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2021,12.2,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2022,13.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2023,13.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CY,2024,14.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2002,8.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2003,8.7,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2004,9.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2005,10.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2006,10.2,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2007,10.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2008,13.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2009,13.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2010,13.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2011,17.9,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2012,17.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2013,15.6,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2014,14.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2015,13.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2016,13.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2017,14.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2018,13.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2019,11.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2020,9.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2021,9.8,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2022,12.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2023,13.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,CZ,2024,14.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,1996,10.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,1997,10.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,1998,10.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,1999,11.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2000,10.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2001,10.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2002,12.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2003,12.1,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2004,14.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2005,15.1,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2006,15.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2007,16.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2008,16.6,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2009,16.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2010,16.2,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2011,16.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2012,16.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2013,17.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2014,17.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2015,17.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2016,17.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2017,17.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2018,17.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2019,17.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2020,16.3,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2021,16.6,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2022,17.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2023,17.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DE,2024,19.5,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,1992,25.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,1993,23.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,1994,24.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,1995,27.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,1996,28.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,1997,30.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,1998,30.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,1999,33.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2000,29.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2001,29.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2002,29.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2003,36.2,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2004,38.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2005,40.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2006,40.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2007,43.6,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2008,43.4,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2009,45.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2010,47.9,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2011,49.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2012,48.2,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2013,47.0,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2014,46.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2015,48.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2016,42.5,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2017,41.3,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2018,37.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2019,38.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2020,33.7,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2021,36.5,b,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2022,39.5,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2023,42.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,DK,2024,42.6,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,EA20,2002,11.1,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,EA20,2003,12.4,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,EA20,2004,13.3,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,EA20,2005,14.8,,
ESTAT:TRNG_LFSE_01(1.0),14/04/25 23:00:00,A,PC,F,Y25-34,EA20,2006,15.1,,
